'Elapsed time','I'
'0:02.538',0.161
'0:02.540',0.164
'0:02.542',0.157
'0:02.544',0.141
'0:02.546',0.143
'0:02.548',0.144
'0:02.550',0.140
'0:02.552',0.138
'0:02.554',0.160
'0:02.556',0.166
'0:02.558',0.201
'0:02.560',0.213
'0:02.562',0.261
'0:02.564',0.293
'0:02.566',0.361
'0:02.568',0.441
'0:02.570',0.526
'0:02.572',0.595
'0:02.574',0.707
'0:02.576',0.759
'0:02.578',0.836
'0:02.580',0.874
'0:02.582',0.846
'0:02.584',0.797
'0:02.586',0.759
'0:02.588',0.656
'0:02.590',0.530
'0:02.592',0.413
'0:02.594',0.350
'0:02.596',0.254
'0:02.598',0.214
'0:02.600',0.172
'0:02.602',0.107
'0:02.604',0.053
'0:02.606',0.031
'0:02.608',0.004
'0:02.610',-0.018
'0:02.612',-0.011
'0:02.614',0.015
'0:02.616',0.025
'0:02.618',0.062
'0:02.620',0.068
'0:02.622',0.074
'0:02.624',0.081
'0:02.626',0.073
'0:02.628',0.099
'0:02.630',0.102
'0:02.632',0.101
'0:02.634',0.114
'0:02.636',0.122
'0:02.638',0.127
'0:02.640',0.133
'0:02.642',0.134
'0:02.644',0.134
'0:02.646',0.141
'0:02.648',0.146
'0:02.650',0.130
'0:02.652',0.135
'0:02.654',0.128
'0:02.656',0.127
'0:02.658',0.158
'0:02.660',0.140
'0:02.662',0.138
'0:02.664',0.146
'0:02.666',0.150
'0:02.668',0.135
'0:02.670',0.144
'0:02.672',0.147
'0:02.674',0.141
'0:02.676',0.147
'0:02.678',0.152
'0:02.680',0.137
'0:02.682',0.142
'0:02.684',0.146
'0:02.686',0.156
'0:02.688',0.138
'0:02.690',0.152
'0:02.692',0.143
'0:02.694',0.154
'0:02.696',0.154
'0:02.698',0.160
'0:02.700',0.154
'0:02.702',0.161
'0:02.704',0.168
'0:02.706',0.156
'0:02.708',0.168
'0:02.710',0.165
'0:02.712',0.174
'0:02.714',0.170
'0:02.716',0.169
'0:02.718',0.177
'0:02.720',0.188
'0:02.722',0.173
'0:02.724',0.185
'0:02.726',0.189
'0:02.728',0.194
'0:02.730',0.186
'0:02.732',0.179
'0:02.734',0.193
'0:02.736',0.190
'0:02.738',0.210
'0:02.740',0.207
'0:02.742',0.213
'0:02.744',0.210
'0:02.746',0.217
'0:02.748',0.224
'0:02.750',0.224
'0:02.752',0.237
'0:02.754',0.235
'0:02.756',0.234
'0:02.758',0.236
'0:02.760',0.249
'0:02.762',0.254
'0:02.764',0.265
'0:02.766',0.273
'0:02.768',0.265
'0:02.770',0.276
'0:02.772',0.277
'0:02.774',0.295
'0:02.776',0.303
'0:02.778',0.325
'0:02.780',0.312
'0:02.782',0.328
'0:02.784',0.332
'0:02.786',0.330
'0:02.788',0.339
'0:02.790',0.345
'0:02.792',0.349
'0:02.794',0.356
'0:02.796',0.354
'0:02.798',0.358
'0:02.800',0.377
'0:02.802',0.376
'0:02.804',0.377
'0:02.806',0.386
'0:02.808',0.381
'0:02.810',0.386
'0:02.812',0.384
'0:02.814',0.382
'0:02.816',0.385
'0:02.818',0.400
'0:02.820',0.397
'0:02.822',0.400
'0:02.824',0.407
'0:02.826',0.390
'0:02.828',0.388
'0:02.830',0.364
'0:02.832',0.370
'0:02.834',0.369
'0:02.836',0.360
'0:02.838',0.347
'0:02.840',0.362
'0:02.842',0.330
'0:02.844',0.323
'0:02.846',0.321
'0:02.848',0.316
'0:02.850',0.300
'0:02.852',0.288
'0:02.854',0.287
'0:02.856',0.286
'0:02.858',0.263
'0:02.860',0.264
'0:02.862',0.253
'0:02.864',0.247
'0:02.866',0.249
'0:02.868',0.235
'0:02.870',0.230
'0:02.872',0.217
'0:02.874',0.229
'0:02.876',0.213
'0:02.878',0.222
'0:02.880',0.218
'0:02.882',0.205
'0:02.884',0.208
'0:02.886',0.214
'0:02.888',0.202
'0:02.890',0.187
'0:02.892',0.201
'0:02.894',0.198
'0:02.896',0.190
'0:02.898',0.185
'0:02.900',0.191
'0:02.902',0.192
'0:02.904',0.167
'0:02.906',0.180
'0:02.908',0.181
'0:02.910',0.180
'0:02.912',0.167
'0:02.914',0.176
'0:02.916',0.167
'0:02.918',0.172
'0:02.920',0.183
'0:02.922',0.171
'0:02.924',0.173
'0:02.926',0.170
'0:02.928',0.183
'0:02.930',0.183
'0:02.932',0.173
'0:02.934',0.175
'0:02.936',0.174
'0:02.938',0.180
'0:02.940',0.175
'0:02.942',0.179
'0:02.944',0.169
'0:02.946',0.176
'0:02.948',0.155
'0:02.950',0.161
'0:02.952',0.170
'0:02.954',0.158
'0:02.956',0.166
'0:02.958',0.170
'0:02.960',0.171
'0:02.962',0.178
'0:02.964',0.183
'0:02.966',0.176
'0:02.968',0.173
'0:02.970',0.178
'0:02.972',0.166
'0:02.974',0.163
'0:02.976',0.163
'0:02.978',0.172
'0:02.980',0.168
'0:02.982',0.169
'0:02.984',0.171
'0:02.986',0.166
'0:02.988',0.165
'0:02.990',0.162
'0:02.992',0.162
'0:02.994',0.170
'0:02.996',0.164
'0:02.998',0.168
'0:03.000',0.167
'0:03.002',0.166
'0:03.004',0.166
'0:03.006',0.160
'0:03.008',0.159
'0:03.010',0.156
'0:03.012',0.165
'0:03.014',0.163
'0:03.016',0.157
'0:03.018',0.161
'0:03.020',0.161
'0:03.022',0.165
'0:03.024',0.160
'0:03.026',0.163
'0:03.028',0.151
'0:03.030',0.172
'0:03.032',0.168
'0:03.034',0.153
'0:03.036',0.161
'0:03.038',0.167
'0:03.040',0.160
'0:03.042',0.174
'0:03.044',0.163
'0:03.046',0.161
'0:03.048',0.159
'0:03.050',0.158
'0:03.052',0.149
'0:03.054',0.166
'0:03.056',0.157
'0:03.058',0.154
'0:03.060',0.155
'0:03.062',0.157
'0:03.064',0.153
'0:03.066',0.146
'0:03.068',0.149
'0:03.070',0.152
'0:03.072',0.162
'0:03.074',0.149
'0:03.076',0.148
'0:03.078',0.154
'0:03.080',0.152
'0:03.082',0.157
'0:03.084',0.156
'0:03.086',0.148
'0:03.088',0.154
'0:03.090',0.177
'0:03.092',0.153
'0:03.094',0.165
'0:03.096',0.165
'0:03.098',0.166
'0:03.100',0.170
'0:03.102',0.162
'0:03.104',0.173
'0:03.106',0.164
'0:03.108',0.163
'0:03.110',0.168
'0:03.112',0.156
'0:03.114',0.165
'0:03.116',0.167
'0:03.118',0.166
'0:03.120',0.173
'0:03.122',0.168
'0:03.124',0.175
'0:03.126',0.178
'0:03.128',0.176
'0:03.130',0.178
'0:03.132',0.185
'0:03.134',0.190
'0:03.136',0.191
'0:03.138',0.184
'0:03.140',0.194
'0:03.142',0.198
'0:03.144',0.207
'0:03.146',0.202
'0:03.148',0.195
'0:03.150',0.204
'0:03.152',0.213
'0:03.154',0.232
'0:03.156',0.235
'0:03.158',0.243
'0:03.160',0.241
'0:03.162',0.234
'0:03.164',0.256
'0:03.166',0.262
'0:03.168',0.225
'0:03.170',0.212
'0:03.172',0.200
'0:03.174',0.182
'0:03.176',0.166
'0:03.178',0.163
'0:03.180',0.163
'0:03.182',0.162
'0:03.184',0.174
'0:03.186',0.163
'0:03.188',0.150
'0:03.190',0.144
'0:03.192',0.150
'0:03.194',0.142
'0:03.196',0.141
'0:03.198',0.155
'0:03.200',0.144
'0:03.202',0.148
'0:03.204',0.149
'0:03.206',0.143
'0:03.208',0.141
'0:03.210',0.144
'0:03.212',0.139
'0:03.214',0.138
'0:03.216',0.141
'0:03.218',0.140
'0:03.220',0.151
'0:03.222',0.157
'0:03.224',0.187
'0:03.226',0.202
'0:03.228',0.217
'0:03.230',0.264
'0:03.232',0.295
'0:03.234',0.369
'0:03.236',0.448
'0:03.238',0.521
'0:03.240',0.591
'0:03.242',0.670
'0:03.244',0.727
'0:03.246',0.789
'0:03.248',0.774
'0:03.250',0.750
'0:03.252',0.701
'0:03.254',0.657
'0:03.256',0.555
'0:03.258',0.431
'0:03.260',0.362
'0:03.262',0.279
'0:03.264',0.211
'0:03.266',0.172
'0:03.268',0.119
'0:03.270',0.073
'0:03.272',0.038
'0:03.274',0.029
'0:03.276',-0.007
'0:03.278',-0.016
'0:03.280',-0.001
'0:03.282',0.021
'0:03.284',0.040
'0:03.286',0.065
'0:03.288',0.070
'0:03.290',0.079
'0:03.292',0.073
'0:03.294',0.096
'0:03.296',0.099
'0:03.298',0.104
'0:03.300',0.116
'0:03.302',0.111
'0:03.304',0.120
'0:03.306',0.126
'0:03.308',0.125
'0:03.310',0.121
'0:03.312',0.123
'0:03.314',0.129
'0:03.316',0.121
'0:03.318',0.127
'0:03.320',0.132
'0:03.322',0.138
'0:03.324',0.129
'0:03.326',0.134
'0:03.328',0.134
'0:03.330',0.139
'0:03.332',0.138
'0:03.334',0.135
'0:03.336',0.141
'0:03.338',0.138
'0:03.340',0.145
'0:03.342',0.141
'0:03.344',0.145
'0:03.346',0.140
'0:03.348',0.142
'0:03.350',0.138
'0:03.352',0.138
'0:03.354',0.141
'0:03.356',0.139
'0:03.358',0.150
'0:03.360',0.152
'0:03.362',0.151
'0:03.364',0.152
'0:03.366',0.151
'0:03.368',0.162
'0:03.370',0.147
'0:03.372',0.152
'0:03.374',0.159
'0:03.376',0.162
'0:03.378',0.158
'0:03.380',0.161
'0:03.382',0.172
'0:03.384',0.169
'0:03.386',0.169
'0:03.388',0.173
'0:03.390',0.167
'0:03.392',0.175
'0:03.394',0.179
'0:03.396',0.178
'0:03.398',0.188
'0:03.400',0.190
'0:03.402',0.186
'0:03.404',0.185
'0:03.406',0.190
'0:03.408',0.202
'0:03.410',0.196
'0:03.412',0.206
'0:03.414',0.203
'0:03.416',0.209
'0:03.418',0.218
'0:03.420',0.219
'0:03.422',0.221
'0:03.424',0.228
'0:03.426',0.242
'0:03.428',0.237
'0:03.430',0.240
'0:03.432',0.249
'0:03.434',0.266
'0:03.436',0.254
'0:03.438',0.266
'0:03.440',0.279
'0:03.442',0.285
'0:03.444',0.298
'0:03.446',0.291
'0:03.448',0.291
'0:03.450',0.305
'0:03.452',0.314
'0:03.454',0.317
'0:03.456',0.324
'0:03.458',0.333
'0:03.460',0.329
'0:03.462',0.336
'0:03.464',0.346
'0:03.466',0.354
'0:03.468',0.357
'0:03.470',0.364
'0:03.472',0.369
'0:03.474',0.380
'0:03.476',0.378
'0:03.478',0.371
'0:03.480',0.382
'0:03.482',0.389
'0:03.484',0.387
'0:03.486',0.383
'0:03.488',0.386
'0:03.490',0.369
'0:03.492',0.382
'0:03.494',0.380
'0:03.496',0.370
'0:03.498',0.358
'0:03.500',0.362
'0:03.502',0.349
'0:03.504',0.350
'0:03.506',0.332
'0:03.508',0.332
'0:03.510',0.317
'0:03.512',0.319
'0:03.514',0.309
'0:03.516',0.302
'0:03.518',0.290
'0:03.520',0.288
'0:03.522',0.282
'0:03.524',0.276
'0:03.526',0.249
'0:03.528',0.248
'0:03.530',0.241
'0:03.532',0.242
'0:03.534',0.229
'0:03.536',0.233
'0:03.538',0.219
'0:03.540',0.217
'0:03.542',0.208
'0:03.544',0.204
'0:03.546',0.203
'0:03.548',0.196
'0:03.550',0.191
'0:03.552',0.184
'0:03.554',0.191
'0:03.556',0.178
'0:03.558',0.180
'0:03.560',0.185
'0:03.562',0.179
'0:03.564',0.185
'0:03.566',0.177
'0:03.568',0.181
'0:03.570',0.172
'0:03.572',0.179
'0:03.574',0.181
'0:03.576',0.186
'0:03.578',0.175
'0:03.580',0.175
'0:03.582',0.180
'0:03.584',0.172
'0:03.586',0.179
'0:03.588',0.172
'0:03.590',0.174
'0:03.592',0.174
'0:03.594',0.163
'0:03.596',0.168
'0:03.598',0.169
'0:03.600',0.173
'0:03.602',0.171
'0:03.604',0.177
'0:03.606',0.168
'0:03.608',0.171
'0:03.610',0.159
'0:03.612',0.166
'0:03.614',0.170
'0:03.616',0.158
'0:03.618',0.154
'0:03.620',0.166
'0:03.622',0.164
'0:03.624',0.165
'0:03.626',0.165
'0:03.628',0.161
'0:03.630',0.161
'0:03.632',0.153
'0:03.634',0.154
'0:03.636',0.152
'0:03.638',0.160
'0:03.640',0.161
'0:03.642',0.155
'0:03.644',0.148
'0:03.646',0.151
'0:03.648',0.150
'0:03.650',0.157
'0:03.652',0.153
'0:03.654',0.155
'0:03.656',0.153
'0:03.658',0.158
'0:03.660',0.153
'0:03.662',0.153
'0:03.664',0.146
'0:03.666',0.155
'0:03.668',0.154
'0:03.670',0.161
'0:03.672',0.145
'0:03.674',0.149
'0:03.676',0.150
'0:03.678',0.149
'0:03.680',0.152
'0:03.682',0.160
'0:03.684',0.150
'0:03.686',0.147
'0:03.688',0.145
'0:03.690',0.149
'0:03.692',0.145
'0:03.694',0.149
'0:03.696',0.144
'0:03.698',0.146
'0:03.700',0.152
'0:03.702',0.147
'0:03.704',0.137
'0:03.706',0.140
'0:03.708',0.147
'0:03.710',0.138
'0:03.712',0.142
'0:03.714',0.141
'0:03.716',0.141
'0:03.718',0.150
'0:03.720',0.141
'0:03.722',0.145
'0:03.724',0.141
'0:03.726',0.137
'0:03.728',0.139
'0:03.730',0.140
'0:03.732',0.140
'0:03.734',0.147
'0:03.736',0.146
'0:03.738',0.150
'0:03.740',0.143
'0:03.742',0.155
'0:03.744',0.154
'0:03.746',0.151
'0:03.748',0.152
'0:03.750',0.144
'0:03.752',0.142
'0:03.754',0.147
'0:03.756',0.150
'0:03.758',0.150
'0:03.760',0.153
'0:03.762',0.166
'0:03.764',0.162
'0:03.766',0.155
'0:03.768',0.159
'0:03.770',0.169
'0:03.772',0.165
'0:03.774',0.166
'0:03.776',0.176
'0:03.778',0.173
'0:03.780',0.179
'0:03.782',0.181
'0:03.784',0.188
'0:03.786',0.189
'0:03.788',0.186
'0:03.790',0.185
'0:03.792',0.176
'0:03.794',0.200
'0:03.796',0.194
'0:03.798',0.211
'0:03.800',0.227
'0:03.802',0.226
'0:03.804',0.226
'0:03.806',0.233
'0:03.808',0.231
'0:03.810',0.228
'0:03.812',0.213
'0:03.814',0.207
'0:03.816',0.190
'0:03.818',0.166
'0:03.820',0.170
'0:03.822',0.150
'0:03.824',0.147
'0:03.826',0.146
'0:03.828',0.153
'0:03.830',0.134
'0:03.832',0.135
'0:03.834',0.127
'0:03.836',0.138
'0:03.838',0.130
'0:03.840',0.134
'0:03.842',0.128
'0:03.844',0.124
'0:03.846',0.127
'0:03.848',0.127
'0:03.850',0.122
'0:03.852',0.118
'0:03.854',0.121
'0:03.856',0.110
'0:03.858',0.114
'0:03.860',0.114
'0:03.862',0.116
'0:03.864',0.114
'0:03.866',0.128
'0:03.868',0.137
'0:03.870',0.153
'0:03.872',0.183
'0:03.874',0.210
'0:03.876',0.255
'0:03.878',0.298
'0:03.880',0.385
'0:03.882',0.470
'0:03.884',0.546
'0:03.886',0.627
'0:03.888',0.692
'0:03.890',0.764
'0:03.892',0.808
'0:03.894',0.797
'0:03.896',0.751
'0:03.898',0.716
'0:03.900',0.650
'0:03.902',0.527
'0:03.904',0.404
'0:03.906',0.344
'0:03.908',0.276
'0:03.910',0.198
'0:03.912',0.146
'0:03.914',0.090
'0:03.916',0.043
'0:03.918',0.018
'0:03.920',-0.004
'0:03.922',-0.029
'0:03.924',-0.029
'0:03.926',0.003
'0:03.928',0.021
'0:03.930',0.035
'0:03.932',0.044
'0:03.934',0.055
'0:03.936',0.058
'0:03.938',0.054
'0:03.940',0.080
'0:03.942',0.082
'0:03.944',0.090
'0:03.946',0.097
'0:03.948',0.101
'0:03.950',0.100
'0:03.952',0.103
'0:03.954',0.115
'0:03.956',0.106
'0:03.958',0.120
'0:03.960',0.118
'0:03.962',0.127
'0:03.964',0.120
'0:03.966',0.120
'0:03.968',0.125
'0:03.970',0.120
'0:03.972',0.123
'0:03.974',0.117
'0:03.976',0.123
'0:03.978',0.119
'0:03.980',0.126
'0:03.982',0.126
'0:03.984',0.117
'0:03.986',0.122
'0:03.988',0.124
'0:03.990',0.127
'0:03.992',0.122
'0:03.994',0.131
'0:03.996',0.123
'0:03.998',0.132
'0:04.000',0.137
'0:04.002',0.136
'0:04.004',0.141
'0:04.006',0.144
'0:04.008',0.138
'0:04.010',0.136
'0:04.012',0.141
'0:04.014',0.141
'0:04.016',0.145
'0:04.018',0.140
'0:04.020',0.148
'0:04.022',0.146
'0:04.024',0.152
'0:04.026',0.160
'0:04.028',0.161
'0:04.030',0.149
'0:04.032',0.167
'0:04.034',0.166
'0:04.036',0.166
'0:04.038',0.166
'0:04.040',0.173
'0:04.042',0.163
'0:04.044',0.180
'0:04.046',0.181
'0:04.048',0.184
'0:04.050',0.187
'0:04.052',0.185
'0:04.054',0.191
'0:04.056',0.198
'0:04.058',0.203
'0:04.060',0.208
'0:04.062',0.212
'0:04.064',0.216
'0:04.066',0.216
'0:04.068',0.226
'0:04.070',0.222
'0:04.072',0.234
'0:04.074',0.236
'0:04.076',0.241
'0:04.078',0.239
'0:04.080',0.248
'0:04.082',0.264
'0:04.084',0.268
'0:04.086',0.274
'0:04.088',0.285
'0:04.090',0.279
'0:04.092',0.291
'0:04.094',0.295
'0:04.096',0.298
'0:04.098',0.310
'0:04.100',0.317
'0:04.102',0.328
'0:04.104',0.331
'0:04.106',0.340
'0:04.108',0.337
'0:04.110',0.341
'0:04.112',0.346
'0:04.114',0.353
'0:04.116',0.366
'0:04.118',0.363
'0:04.120',0.359
'0:04.122',0.367
'0:04.124',0.378
'0:04.126',0.366
'0:04.128',0.376
'0:04.130',0.361
'0:04.132',0.362
'0:04.134',0.366
'0:04.136',0.360
'0:04.138',0.351
'0:04.140',0.360
'0:04.142',0.349
'0:04.144',0.337
'0:04.146',0.331
'0:04.148',0.326
'0:04.150',0.315
'0:04.152',0.308
'0:04.154',0.309
'0:04.156',0.287
'0:04.158',0.281
'0:04.160',0.285
'0:04.162',0.272
'0:04.164',0.261
'0:04.166',0.259
'0:04.168',0.254
'0:04.170',0.242
'0:04.172',0.231
'0:04.174',0.224
'0:04.176',0.220
'0:04.178',0.208
'0:04.180',0.213
'0:04.182',0.202
'0:04.184',0.197
'0:04.186',0.194
'0:04.188',0.194
'0:04.190',0.185
'0:04.192',0.185
'0:04.194',0.178
'0:04.196',0.182
'0:04.198',0.182
'0:04.200',0.182
'0:04.202',0.172
'0:04.204',0.172
'0:04.206',0.170
'0:04.208',0.172
'0:04.210',0.169
'0:04.212',0.170
'0:04.214',0.171
'0:04.216',0.169
'0:04.218',0.165
'0:04.220',0.163
'0:04.222',0.172
'0:04.224',0.179
'0:04.226',0.168
'0:04.228',0.164
'0:04.230',0.165
'0:04.232',0.162
'0:04.234',0.158
'0:04.236',0.175
'0:04.238',0.156
'0:04.240',0.162
'0:04.242',0.163
'0:04.244',0.164
'0:04.246',0.161
'0:04.248',0.162
'0:04.250',0.165
'0:04.252',0.156
'0:04.254',0.158
'0:04.256',0.160
'0:04.258',0.160
'0:04.260',0.160
'0:04.262',0.157
'0:04.264',0.159
'0:04.266',0.162
'0:04.268',0.164
'0:04.270',0.149
'0:04.272',0.155
'0:04.274',0.150
'0:04.276',0.149
'0:04.278',0.149
'0:04.280',0.155
'0:04.282',0.152
'0:04.284',0.147
'0:04.286',0.147
'0:04.288',0.147
'0:04.290',0.141
'0:04.292',0.144
'0:04.294',0.139
'0:04.296',0.148
'0:04.298',0.142
'0:04.300',0.149
'0:04.302',0.149
'0:04.304',0.145
'0:04.306',0.149
'0:04.308',0.140
'0:04.310',0.139
'0:04.312',0.147
'0:04.314',0.141
'0:04.316',0.147
'0:04.318',0.149
'0:04.320',0.144
'0:04.322',0.145
'0:04.324',0.138
'0:04.326',0.148
'0:04.328',0.144
'0:04.330',0.145
'0:04.332',0.140
'0:04.334',0.138
'0:04.336',0.142
'0:04.338',0.136
'0:04.340',0.141
'0:04.342',0.133
'0:04.344',0.142
'0:04.346',0.139
'0:04.348',0.149
'0:04.350',0.137
'0:04.352',0.134
'0:04.354',0.132
'0:04.356',0.136
'0:04.358',0.129
'0:04.360',0.141
'0:04.362',0.132
'0:04.364',0.132
'0:04.366',0.140
'0:04.368',0.141
'0:04.370',0.145
'0:04.372',0.126
'0:04.374',0.136
'0:04.376',0.135
'0:04.378',0.133
'0:04.380',0.132
'0:04.382',0.131
'0:04.384',0.127
'0:04.386',0.131
'0:04.388',0.140
'0:04.390',0.139
'0:04.392',0.131
'0:04.394',0.131
'0:04.396',0.136
'0:04.398',0.131
'0:04.400',0.142
'0:04.402',0.141
'0:04.404',0.142
'0:04.406',0.145
'0:04.408',0.147
'0:04.410',0.143
'0:04.412',0.152
'0:04.414',0.148
'0:04.416',0.149
'0:04.418',0.144
'0:04.420',0.152
'0:04.422',0.147
'0:04.424',0.156
'0:04.426',0.155
'0:04.428',0.161
'0:04.430',0.166
'0:04.432',0.151
'0:04.434',0.146
'0:04.436',0.157
'0:04.438',0.164
'0:04.440',0.167
'0:04.442',0.170
'0:04.444',0.185
'0:04.446',0.174
'0:04.448',0.174
'0:04.450',0.179
'0:04.452',0.187
'0:04.454',0.181
'0:04.456',0.177
'0:04.458',0.180
'0:04.460',0.192
'0:04.462',0.197
'0:04.464',0.207
'0:04.466',0.226
'0:04.468',0.229
'0:04.470',0.227
'0:04.472',0.216
'0:04.474',0.230
'0:04.476',0.234
'0:04.478',0.208
'0:04.480',0.201
'0:04.482',0.186
'0:04.484',0.165
'0:04.486',0.157
'0:04.488',0.143
'0:04.490',0.136
'0:04.492',0.134
'0:04.494',0.136
'0:04.496',0.126
'0:04.498',0.117
'0:04.500',0.135
'0:04.502',0.128
'0:04.504',0.130
'0:04.506',0.122
'0:04.508',0.120
'0:04.510',0.116
'0:04.512',0.118
'0:04.514',0.115
'0:04.516',0.116
'0:04.518',0.112
'0:04.520',0.112
'0:04.522',0.113
'0:04.524',0.113
'0:04.526',0.108
'0:04.528',0.105
'0:04.530',0.102
'0:04.532',0.113
'0:04.534',0.123
'0:04.536',0.143
'0:04.538',0.168
'0:04.540',0.196
'0:04.542',0.250
'0:04.544',0.305
'0:04.546',0.393
'0:04.548',0.470
'0:04.550',0.553
'0:04.552',0.641
'0:04.554',0.711
'0:04.556',0.786
'0:04.558',0.848
'0:04.560',0.832
'0:04.562',0.787
'0:04.564',0.744
'0:04.566',0.668
'0:04.568',0.552
'0:04.570',0.408
'0:04.572',0.342
'0:04.574',0.264
'0:04.576',0.191
'0:04.578',0.136
'0:04.580',0.088
'0:04.582',0.029
'0:04.584',0.003
'0:04.586',-0.035
'0:04.588',-0.046
'0:04.590',-0.043
'0:04.592',-0.021
'0:04.594',0.007
'0:04.596',0.022
'0:04.598',0.044
'0:04.600',0.037
'0:04.602',0.050
'0:04.604',0.057
'0:04.606',0.072
'0:04.608',0.070
'0:04.610',0.076
'0:04.612',0.081
'0:04.614',0.089
'0:04.616',0.092
'0:04.618',0.095
'0:04.620',0.098
'0:04.622',0.098
'0:04.624',0.103
'0:04.626',0.102
'0:04.628',0.101
'0:04.630',0.102
'0:04.632',0.104
'0:04.634',0.099
'0:04.636',0.102
'0:04.638',0.104
'0:04.640',0.107
'0:04.642',0.108
'0:04.644',0.107
'0:04.646',0.108
'0:04.648',0.116
'0:04.650',0.102
'0:04.652',0.107
'0:04.654',0.112
'0:04.656',0.108
'0:04.658',0.111
'0:04.660',0.108
'0:04.662',0.113
'0:04.664',0.120
'0:04.666',0.120
'0:04.668',0.115
'0:04.670',0.116
'0:04.672',0.126
'0:04.674',0.122
'0:04.676',0.120
'0:04.678',0.124
'0:04.680',0.122
'0:04.682',0.127
'0:04.684',0.131
'0:04.686',0.133
'0:04.688',0.131
'0:04.690',0.126
'0:04.692',0.130
'0:04.694',0.141
'0:04.696',0.132
'0:04.698',0.136
'0:04.700',0.145
'0:04.702',0.141
'0:04.704',0.147
'0:04.706',0.164
'0:04.708',0.143
'0:04.710',0.148
'0:04.712',0.155
'0:04.714',0.165
'0:04.716',0.164
'0:04.718',0.171
'0:04.720',0.174
'0:04.722',0.182
'0:04.724',0.177
'0:04.726',0.192
'0:04.728',0.195
'0:04.730',0.196
'0:04.732',0.199
'0:04.734',0.203
'0:04.736',0.205
'0:04.738',0.218
'0:04.740',0.225
'0:04.742',0.233
'0:04.744',0.240
'0:04.746',0.241
'0:04.748',0.259
'0:04.750',0.247
'0:04.752',0.252
'0:04.754',0.269
'0:04.756',0.273
'0:04.758',0.281
'0:04.760',0.293
'0:04.762',0.288
'0:04.764',0.308
'0:04.766',0.298
'0:04.768',0.314
'0:04.770',0.317
'0:04.772',0.323
'0:04.774',0.329
'0:04.776',0.333
'0:04.778',0.337
'0:04.780',0.354
'0:04.782',0.348
'0:04.784',0.357
'0:04.786',0.359
'0:04.788',0.374
'0:04.790',0.364
'0:04.792',0.367
'0:04.794',0.380
'0:04.796',0.359
'0:04.798',0.370
'0:04.800',0.382
'0:04.802',0.371
'0:04.804',0.372
'0:04.806',0.361
'0:04.808',0.362
'0:04.810',0.349
'0:04.812',0.345
'0:04.814',0.333
'0:04.816',0.328
'0:04.818',0.310
'0:04.820',0.311
'0:04.822',0.298
'0:04.824',0.300
'0:04.826',0.283
'0:04.828',0.278
'0:04.830',0.266
'0:04.832',0.261
'0:04.834',0.249
'0:04.836',0.249
'0:04.838',0.241
'0:04.840',0.230
'0:04.842',0.222
'0:04.844',0.226
'0:04.846',0.216
'0:04.848',0.202
'0:04.850',0.189
'0:04.852',0.192
'0:04.854',0.191
'0:04.856',0.177
'0:04.858',0.189
'0:04.860',0.185
'0:04.862',0.180
'0:04.864',0.177
'0:04.866',0.171
'0:04.868',0.166
'0:04.870',0.172
'0:04.872',0.166
'0:04.874',0.171
'0:04.876',0.165
'0:04.878',0.164
'0:04.880',0.167
'0:04.882',0.161
'0:04.884',0.149
'0:04.886',0.149
'0:04.888',0.152
'0:04.890',0.157
'0:04.892',0.152
'0:04.894',0.145
'0:04.896',0.141
'0:04.898',0.140
'0:04.900',0.151
'0:04.902',0.144
'0:04.904',0.138
'0:04.906',0.144
'0:04.908',0.140
'0:04.910',0.145
'0:04.912',0.132
'0:04.914',0.144
'0:04.916',0.142
'0:04.918',0.150
'0:04.920',0.142
'0:04.922',0.143
'0:04.924',0.147
'0:04.926',0.136
'0:04.928',0.136
'0:04.930',0.141
'0:04.932',0.142
'0:04.934',0.146
'0:04.936',0.147
'0:04.938',0.145
'0:04.940',0.145
'0:04.942',0.143
'0:04.944',0.154
'0:04.946',0.138
'0:04.948',0.151
'0:04.950',0.138
'0:04.952',0.132
'0:04.954',0.140
'0:04.956',0.137
'0:04.958',0.138
'0:04.960',0.143
'0:04.962',0.130
'0:04.964',0.138
'0:04.966',0.135
'0:04.968',0.135
'0:04.970',0.121
'0:04.972',0.127
'0:04.974',0.137
'0:04.976',0.136
'0:04.978',0.129
'0:04.980',0.137
'0:04.982',0.129
'0:04.984',0.129
'0:04.986',0.131
'0:04.988',0.138
'0:04.990',0.131
'0:04.992',0.117
'0:04.994',0.127
'0:04.996',0.134
'0:04.998',0.135
'0:05.000',0.129
'0:05.002',0.127
'0:05.004',0.128
'0:05.006',0.129
'0:05.008',0.121
'0:05.010',0.133
'0:05.012',0.128
'0:05.014',0.119
'0:05.016',0.124
'0:05.018',0.128
'0:05.020',0.119
'0:05.022',0.119
'0:05.024',0.108
'0:05.026',0.105
'0:05.028',0.124
'0:05.030',0.115
'0:05.032',0.116
'0:05.034',0.119
'0:05.036',0.117
'0:05.038',0.114
'0:05.040',0.116
'0:05.042',0.123
'0:05.044',0.117
'0:05.046',0.124
'0:05.048',0.130
'0:05.050',0.113
'0:05.052',0.119
'0:05.054',0.117
'0:05.056',0.119
'0:05.058',0.120
'0:05.060',0.117
'0:05.062',0.121
'0:05.064',0.123
'0:05.066',0.121
'0:05.068',0.119
'0:05.070',0.108
'0:05.072',0.112
'0:05.074',0.117
'0:05.076',0.124
